Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
646,Pascal Siakam\siakapa01,PF,27,TOR,59,59,37.7,8.4,17.2,.488,1.1,3.1,.355,7.3,14.1,.517,.520,4.1,5.5,.742,1.9,6.4,8.3,5.1,1.2,0.6,2.7,3.3,22.0
647,Chris Silva\silvach01,PF,25,TOT,10,0,9.1,0.8,1.5,.533,0.0,0.0,,0.8,1.5,.533,.533,1.0,1.2,.833,1.3,2.3,3.6,0.7,0.0,0.1,0.8,2.0,2.6
648,Chris Silva\silvach01,PF,25,MIN,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Chris Silva\silvach01,PF,25,MIA,9,0,9.8,0.9,1.7,.533,0.0,0.0,,0.9,1.7,.533,.533,1.1,1.3,.833,1.4,2.4,3.9,0.8,0.0,0.1,0.9,2.2,2.9
650,Marko Simonovic\simonma01,C,22,CHI,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9
651,Anfernee Simons\simonan01,SG,22,POR,57,30,29.5,6.2,14.0,.443,3.1,7.8,.405,3.1,6.2,.490,.555,1.8,2.0,.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3
652,Jericho Sims\simsje01,PF,23,NYK,31,0,10.2,0.6,0.9,.679,0.0,0.0,,0.6,0.9,.679,.679,0.2,0.5,.375,1.2,2.0,3.2,0.4,0.2,0.4,0.4,1.4,1.4
653,Deividas Sirvydis\sirvyde01,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
654,Javonte Smart\smartja01,PG,22,TOT,15,1,10.9,0.7,3.1,.239,0.3,1.3,.211,0.5,1.8,.259,.283,0.3,0.4,.833,0.3,1.0,1.3,0.9,0.3,0.1,0.6,0.7,2.1
655,Javonte Smart\smartja01,PG,22,MIL,13,1,12.3,0.8,3.3,.256,0.3,1.4,.222,0.5,1.9,.280,.302,0.4,0.5,.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
656,Javonte Smart\smartja01,PG,22,MIA,2,0,2.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Marcus Smart\smartma01,PG,27,BOS,62,62,32.7,4.2,10.0,.419,1.6,4.8,.332,2.6,5.2,.500,.499,2.1,2.6,.799,0.6,3.3,3.9,5.7,1.7,0.3,2.0,2.3,12.1
658,Dennis Smith Jr.\smithde03,PG,24,POR,37,4,17.2,2.1,5.1,.418,0.2,0.7,.222,2.0,4.4,.451,.434,1.1,1.7,.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
659,Ish Smith\smithis01,PG,33,TOT,54,1,16.2,2.5,6.0,.415,0.4,0.9,.392,2.1,5.1,.420,.446,0.3,0.4,.625,0.4,1.6,2.0,3.3,0.6,0.3,1.1,1.2,5.6
660,Ish Smith\smithis01,PG,33,CHO,37,1,13.8,2.0,5.0,.395,0.3,0.7,.400,1.7,4.3,.394,.422,0.3,0.5,.632,0.3,1.2,1.5,2.6,0.5,0.3,1.0,0.9,4.5
661,Ish Smith\smithis01,PG,33,WAS,17,0,21.4,3.6,8.2,.443,0.6,1.5,.385,3.1,6.7,.456,.479,0.2,0.3,.600,0.6,2.5,3.1,4.6,0.9,0.4,1.3,1.9,8.1
662,Jalen Smith\smithja04,PF,21,TOT,45,7,17.3,3.2,6.3,.514,0.7,2.2,.333,2.5,4.1,.612,.573,1.5,2.0,.761,1.9,4.0,6.0,0.5,0.3,0.7,0.8,1.8,8.7
663,Jalen Smith\smithja04,PF,21,PHO,29,4,13.2,2.2,4.7,.460,0.3,1.3,.231,1.9,3.4,.551,.493,1.4,1.8,.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6.0
664,Jalen Smith\smithja04,PF,21,IND,16,3,24.8,5.1,9.1,.566,1.5,3.8,.400,3.6,5.3,.682,.648,1.7,2.3,.750,2.0,6.1,8.1,1.0,0.4,0.9,0.9,1.9,13.4
665,Xavier Sneed\sneedxa01,SF,24,TOT,4,0,4.8,0.3,0.8,.333,0.3,0.8,.333,0.0,0.0,,.500,0.0,0.0,,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.5,0.8
666,Xavier Sneed\sneedxa01,SF,24,MEM,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
667,Xavier Sneed\sneedxa01,SF,24,UTA,2,0,5.5,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5
668,Tony Snell\snellto01,SG,30,TOT,49,12,15.8,1.2,3.1,.392,0.9,2.4,.353,0.4,0.7,.529,.529,0.1,0.1,1.000,0.3,1.7,2.0,0.5,0.3,0.2,0.4,1.3,3.4
669,Tony Snell\snellto01,SG,30,POR,38,10,14.4,0.9,2.6,.371,0.6,2.0,.320,0.3,0.6,.545,.495,0.1,0.1,1.000,0.3,1.6,1.9,0.5,0.2,0.2,0.3,1.2,2.6
670,Tony Snell\snellto01,SG,30,NOP,11,2,20.9,2.2,5.1,.429,1.6,4.0,.409,0.5,1.1,.500,.589,0.0,0.0,,0.4,2.2,2.5,0.5,0.5,0.2,0.6,1.9,6.0
671,Jaden Springer\sprinja01,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
672,Cassius Stanley\stanlca01,SG,22,DET,9,1,17.2,2.1,5.1,.413,0.4,1.9,.235,1.7,3.2,.517,.457,1.1,1.1,1.000,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
673,Nik Stauskas\stausni01,SG,28,TOT,7,0,5.1,0.6,1.7,.333,0.4,1.1,.375,0.1,0.6,.250,.458,0.6,0.9,.667,0.1,0.3,0.4,0.1,0.0,0.0,0.1,0.1,2.1
674,Nik Stauskas\stausni01,SG,28,MIA,2,0,12.0,1.5,4.0,.375,1.0,2.0,.500,0.5,2.0,.250,.500,1.5,2.0,.750,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5
675,Nik Stauskas\stausni01,SG,28,BOS,5,0,2.4,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,,.375,0.2,0.4,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8
676,Lance Stephenson\stephla01,SG-SF,31,TOT,36,1,18.1,3.1,6.9,.449,0.5,1.9,.246,2.6,4.9,.528,.484,1.2,1.6,.750,0.3,2.6,2.9,3.7,0.6,0.1,1.6,2.1,7.8
677,Lance Stephenson\stephla01,SF,31,ATL,6,0,11.7,0.8,2.2,.385,0.0,0.5,.000,0.8,1.7,.500,.385,0.2,0.3,.500,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8
678,Lance Stephenson\stephla01,SG,31,IND,30,1,19.3,3.5,7.8,.453,0.6,2.2,.258,3.0,5.6,.530,.489,1.4,1.8,.759,0.3,2.7,3.0,4.1,0.7,0.1,1.7,2.3,9.0
679,Lamar Stevens\stevela01,PF,24,CLE,53,13,14.7,2.2,4.6,.492,0.3,0.9,.300,2.0,3.6,.542,.523,0.6,0.9,.640,0.7,1.6,2.3,0.7,0.5,0.3,0.6,1.5,5.4
680,Isaiah Stewart\stewais01,C,20,DET,61,61,25.8,3.6,6.9,.513,0.1,0.4,.148,3.5,6.5,.538,.518,1.1,1.5,.699,3.2,5.4,8.6,1.0,0.3,1.1,1.2,3.0,8.2
681,Max Strus\strusma01,SF,25,MIA,59,10,23.1,3.6,8.3,.435,2.6,6.5,.404,1.0,1.8,.546,.592,0.7,0.8,.780,0.4,2.6,3.1,1.3,0.4,0.2,0.7,1.7,10.5
682,Jalen Suggs\suggsja01,PG,20,ORL,46,43,27.7,4.2,11.7,.361,0.9,4.1,.216,3.3,7.5,.441,.399,2.7,3.5,.773,0.6,3.1,3.7,4.4,1.2,0.4,3.0,3.0,12.1
683,Craig Sword\swordcr01,SG,28,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
684,Keifer Sykes\sykeske01,PG,28,IND,27,10,17.7,2.1,6.0,.352,0.8,2.8,.293,1.3,3.2,.402,.420,0.5,0.6,.875,0.3,1.3,1.6,2.0,0.3,0.1,1.0,1.5,5.6
685,Jae'Sean Tate\tateja01,SF,26,HOU,68,67,26.5,4.8,9.4,.504,0.8,2.6,.294,4.0,6.8,.584,.544,1.8,2.5,.708,1.7,3.8,5.5,3.0,0.9,0.6,1.8,3.7,12.0
686,Jayson Tatum\tatumja01,SF,23,BOS,69,69,36.3,9.3,20.8,.447,3.0,8.7,.350,6.3,12.2,.516,.520,5.3,6.2,.858,1.2,7.0,8.2,4.3,1.0,0.6,2.9,2.3,27.0
687,Terry Taylor\taylote01,SG,22,IND,23,3,18.5,3.8,5.9,.644,0.3,0.7,.400,3.5,5.2,.675,.667,0.8,1.3,.655,2.7,2.7,5.4,1.2,0.3,0.3,0.5,1.7,8.7
688,Garrett Temple\templga01,SG,35,NOP,56,16,18.9,1.9,5.0,.383,1.0,3.1,.320,0.9,1.9,.486,.482,0.5,0.7,.683,0.5,2.0,2.5,1.3,0.8,0.4,0.7,1.4,5.4
689,Emanuel Terry\terryem01,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,,0.0,1.7,.000,.000,0.0,0.0,,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
690,Tyrell Terry\terryty01,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
691,Jon Teske\teskejo01,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
692,Daniel Theis\theisda01,C,29,TOT,38,21,19.6,2.8,5.6,.495,0.7,2.4,.300,2.1,3.3,.637,.558,1.0,1.5,.667,1.1,3.6,4.7,0.8,0.4,0.7,1.0,2.4,7.3
693,Daniel Theis\theisda01,C,29,HOU,26,21,22.5,3.2,6.9,.469,0.9,3.0,.291,2.3,3.8,.610,.534,1.0,1.5,.675,1.2,3.8,5.0,0.8,0.4,0.7,1.2,2.4,8.4
694,Daniel Theis\theisda01,C,29,BOS,12,0,13.3,1.8,2.9,.629,0.3,0.9,.364,1.5,2.0,.750,.686,0.9,1.4,.647,0.8,3.3,4.0,0.9,0.3,0.8,0.7,2.4,4.9
695,Brodric Thomas\thomabr01,SG,25,BOS,9,0,4.9,0.6,1.4,.385,0.1,0.8,.143,0.4,0.7,.667,.423,0.2,0.4,.500,0.2,0.4,0.7,0.7,0.0,0.1,0.4,0.7,1.4
696,Cam Thomas\thomaca02,SG,20,BRK,60,2,18.3,3.5,8.0,.438,0.8,2.8,.268,2.8,5.2,.529,.484,1.3,1.5,.833,0.2,2.2,2.4,1.3,0.5,0.1,0.9,1.0,9.0
697,Isaiah Thomas\thomais02,PG,32,TOT,12,1,17.3,3.3,8.3,.394,1.4,4.2,.340,1.8,4.1,.449,.480,1.4,1.7,.850,0.3,1.2,1.4,2.0,0.3,0.3,0.8,1.5,9.3
698,Isaiah Thomas\thomais02,PG,32,LAL,4,1,25.3,3.0,9.8,.308,1.3,5.5,.227,1.8,4.3,.412,.372,2.0,2.8,.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3
699,Isaiah Thomas\thomais02,PG,32,DAL,1,0,13.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,.375,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
700,Isaiah Thomas\thomais02,PG,32,CHO,7,0,13.4,3.4,7.4,.462,1.7,3.6,.480,1.7,3.9,.444,.577,1.3,1.3,1.000,0.3,1.0,1.3,2.0,0.4,0.1,0.7,0.9,9.9
701,Matt Thomas\thomama02,SG,27,CHI,40,0,11.5,1.4,3.4,.410,0.9,2.3,.385,0.5,1.1,.465,.541,0.4,0.5,.800,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0
702,Klay Thompson\thompkl01,SG,31,GSW,26,26,27.9,6.7,16.3,.412,3.0,8.3,.361,3.7,8.0,.464,.504,1.5,1.7,.907,0.5,3.3,3.8,2.7,0.6,0.6,1.3,1.6,18.0
703,Tristan Thompson\thomptr01,PF,30,TOT,47,5,15.9,2.5,4.8,.527,0.0,0.0,.500,2.5,4.7,.527,.529,1.2,2.1,.545,2.1,3.0,5.1,0.6,0.4,0.4,0.9,1.8,6.2
704,Tristan Thompson\thomptr01,PF,30,SAC,30,3,15.2,2.5,5.0,.503,0.0,0.0,1.000,2.5,5.0,.500,.507,1.1,2.0,.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2
705,Tristan Thompson\thomptr01,PF,30,IND,4,0,16.5,3.3,6.0,.542,0.0,0.0,,3.3,6.0,.542,.542,0.8,2.0,.375,1.8,2.8,4.5,0.5,0.0,0.5,1.0,1.8,7.3
706,Tristan Thompson\thomptr01,PF,30,CHI,13,2,17.3,2.2,3.8,.592,0.0,0.1,.000,2.2,3.7,.604,.592,1.5,2.5,.606,1.5,3.2,4.7,0.5,0.8,0.3,0.7,2.1,6.0
707,JT Thor\thorjt01,PF,19,CHO,28,0,8.8,0.9,1.9,.444,0.3,0.9,.269,0.6,1.0,.607,.509,0.4,0.5,.714,0.4,1.0,1.4,0.6,0.3,0.4,0.3,0.9,2.3
708,Matisse Thybulle\thybuma01,SG,24,PHI,56,41,25.8,2.3,4.7,.494,0.7,2.3,.313,1.6,2.3,.677,.573,0.5,0.7,.784,0.6,1.8,2.4,1.1,1.7,1.1,0.6,2.4,5.9
709,Killian Tillie\tilliki02,C,23,MEM,36,3,12.8,1.2,3.5,.339,0.8,2.4,.314,0.4,1.1,.390,.445,0.1,0.2,.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3
710,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,45,0,12.0,1.7,3.6,.466,0.2,0.8,.237,1.5,2.8,.536,.494,0.7,1.1,.646,1.1,1.6,2.7,0.9,1.0,0.3,0.6,1.2,4.3
711,Isaiah Todd\toddis01,PF,20,WAS,10,0,4.1,0.5,1.7,.294,0.4,1.1,.364,0.1,0.6,.167,.412,0.2,0.6,.333,0.2,0.8,1.0,0.3,0.2,0.2,0.1,0.1,1.6
712,Obi Toppin\toppiob01,PF,23,NYK,62,3,14.9,2.8,5.5,.513,0.4,1.8,.234,2.4,3.7,.647,.551,1.1,1.5,.745,0.9,2.5,3.5,0.9,0.3,0.4,0.8,1.4,7.2
713,Juan Toscano-Anderson\toscaju01,SF,28,GSW,67,6,13.9,1.6,3.3,.487,0.4,1.3,.310,1.2,2.1,.593,.545,0.6,1.0,.571,0.4,2.1,2.5,1.8,0.7,0.2,0.9,1.6,4.2
714,Karl-Anthony Towns\townska01,C,26,MIN,66,66,33.5,8.7,16.5,.528,2.1,5.0,.411,6.6,11.5,.579,.591,5.4,6.5,.826,2.6,7.2,9.8,3.7,1.0,1.1,3.1,3.5,24.9
715,Gary Trent Jr.\trentga02,SG,23,TOR,62,61,34.8,6.3,15.5,.407,3.0,7.9,.376,3.3,7.6,.440,.503,2.5,3.0,.836,0.4,2.4,2.8,2.1,1.8,0.3,1.0,2.1,18.0
716,P.J. Tucker\tuckepj01,PF,36,MIA,64,63,28.0,3.0,6.2,.484,1.2,2.9,.421,1.8,3.3,.538,.581,0.6,0.9,.714,1.5,4.0,5.4,2.1,0.8,0.2,1.0,2.4,7.8
717,Rayjon Tucker\tuckera01,SG,24,DEN,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
718,Myles Turner\turnemy01,C,25,IND,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9
719,Jonas Valančiūnas\valanjo01,C,29,NOP,66,66,30.6,7.0,13.0,.541,0.8,2.3,.369,6.2,10.8,.577,.573,3.2,3.9,.820,3.1,8.4,11.5,2.5,0.5,0.8,2.4,3.3,18.1
720,Denzel Valentine\valende01,SG,28,TOT,24,0,9.3,1.0,2.8,.379,0.8,2.0,.404,0.3,0.8,.316,.523,0.0,0.0,,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9
721,Denzel Valentine\valende01,SG,28,CLE,22,0,9.3,1.0,2.8,.371,0.8,2.0,.409,0.2,0.8,.278,.516,0.0,0.0,,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9
722,Denzel Valentine\valende01,SG,28,UTA,2,0,9.0,1.0,2.0,.500,0.5,1.5,.333,0.5,0.5,1.000,.625,0.0,0.0,,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5
723,Jarred Vanderbilt\vandeja01,PF,22,MIN,65,58,25.7,2.9,4.9,.589,0.0,0.2,.154,2.8,4.7,.607,.592,1.1,1.7,.652,3.0,5.8,8.7,1.3,1.4,0.6,1.0,2.5,6.9
724,Fred VanVleet\vanvlfr01,PG,27,TOR,58,58,38.2,7.1,17.2,.409,3.8,10.0,.384,3.2,7.2,.444,.521,3.1,3.5,.873,0.7,3.9,4.6,6.8,1.6,0.5,2.6,2.5,21.0
725,Devin Vassell\vassede01,SF,21,SAS,63,24,26.8,4.5,10.6,.426,1.8,5.2,.347,2.7,5.3,.504,.512,1.0,1.2,.808,0.6,3.7,4.3,1.8,1.0,0.6,0.8,2.1,11.8
726,Gabe Vincent\vincega01,PG,25,MIA,62,26,23.9,3.2,7.8,.414,1.8,4.9,.361,1.5,2.9,.506,.528,0.7,0.8,.808,0.4,1.6,1.9,3.2,1.0,0.2,1.5,2.4,8.9
727,Nikola Vučević\vucevni01,C,31,CHI,64,64,33.5,7.7,16.1,.475,1.5,4.7,.313,6.2,11.4,.542,.521,1.2,1.7,.745,2.0,9.3,11.3,3.3,1.0,1.0,1.9,2.5,18.0
728,Dean Wade\wadede01,PF,25,CLE,51,28,19.2,1.9,4.3,.456,1.0,2.8,.359,0.9,1.5,.640,.574,0.4,0.6,.667,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3
729,Franz Wagner\wagnefr01,SF,20,ORL,73,73,31.6,5.8,12.5,.466,1.3,3.5,.359,4.6,9.0,.508,.516,2.5,2.9,.858,1.1,3.5,4.6,2.9,0.9,0.5,1.6,2.1,15.4
730,Moritz Wagner\wagnemo01,C,24,ORL,54,1,13.7,2.9,5.9,.495,1.0,2.9,.327,2.0,3.0,.660,.576,1.6,2.0,.800,0.6,2.5,3.1,1.2,0.3,0.2,0.7,1.8,8.5
731,Ish Wainright\wainris01,PF,27,PHO,40,0,7.2,0.6,1.8,.342,0.3,1.1,.262,0.4,0.8,.452,.418,0.1,0.3,.500,0.5,0.6,1.1,0.3,0.3,0.2,0.3,1.0,1.7
732,Kemba Walker\walkeke02,PG,31,NYK,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6
733,Lonnie Walker IV\walkelo01,SG,23,SAS,65,6,23.2,4.5,11.0,.408,1.6,5.0,.317,2.9,6.0,.483,.480,1.6,2.1,.779,0.3,2.3,2.5,2.1,0.6,0.3,1.0,1.4,12.2
734,M.J. Walker\walkemj01,SG,23,PHO,2,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
735,Tyrone Wallace\wallaty01,SG,27,NOP,5,0,14.4,1.4,4.0,.350,0.4,1.6,.250,1.0,2.4,.417,.400,0.2,1.0,.200,0.0,1.4,1.4,0.2,0.6,0.2,0.4,1.4,3.4
736,Derrick Walton\waltode01,PG,26,DET,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
737,Brad Wanamaker\wanambr01,PG,32,TOT,23,2,13.9,1.2,3.3,.364,0.2,0.7,.235,1.0,2.6,.400,.390,1.0,1.1,.920,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6
738,Brad Wanamaker\wanambr01,PG,32,IND,22,1,13.3,1.2,3.3,.361,0.2,0.8,.235,1.0,2.5,.400,.389,0.9,1.0,.909,0.3,1.3,1.6,2.2,0.2,0.3,1.0,1.9,3.5
739,Brad Wanamaker\wanambr01,PG,32,WAS,1,1,27.0,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,3.0,3.0,1.000,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0
740,Duane Washington Jr.\washidu02,PG,21,IND,40,7,20.0,3.6,8.9,.401,1.7,4.5,.376,1.9,4.4,.426,.496,0.9,1.2,.735,0.1,1.7,1.8,1.9,0.5,0.1,1.2,1.4,9.7
741,P.J. Washington\washipj01,PF,23,CHO,55,18,26.7,3.7,8.1,.458,1.8,4.9,.368,1.9,3.3,.592,.568,0.9,1.3,.708,1.3,4.0,5.3,2.1,0.9,0.9,1.3,2.3,10.2
742,Yuta Watanabe\watanyu01,SF,27,TOR,33,4,12.4,1.6,3.7,.423,0.8,2.1,.377,0.8,1.6,.481,.528,0.6,1.1,.571,0.5,2.0,2.5,0.6,0.2,0.5,0.6,1.1,4.5
743,Lindy Waters III\waterli01,SG,24,OKC,17,1,16.9,2.1,5.6,.379,1.5,4.6,.316,0.6,0.9,.688,.511,0.0,0.0,,0.1,2.5,2.6,0.7,0.6,0.4,0.2,1.2,5.7
744,Tremont Waters\watertr01,PG,24,TOT,3,0,16.7,1.3,4.7,.286,0.7,3.0,.222,0.7,1.7,.400,.357,0.0,0.0,,0.0,1.3,1.3,2.3,1.7,0.0,1.3,1.3,3.3
745,Tremont Waters\watertr01,PG,24,TOR,2,0,21.0,1.5,6.0,.250,1.0,4.5,.222,0.5,1.5,.333,.333,0.0,0.0,,0.0,2.0,2.0,3.5,2.0,0.0,2.0,1.0,4.0
746,Tremont Waters\watertr01,PG,24,WAS,1,0,8.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
747,Trendon Watford\watfotr01,SF,21,POR,45,7,17.4,2.7,5.2,.528,0.2,0.8,.265,2.5,4.4,.573,.547,1.4,1.9,.765,1.1,2.9,4.0,1.5,0.5,0.6,0.8,2.4,7.1
748,Paul Watson\watsopa01,SF,27,OKC,9,3,17.3,1.3,3.9,.343,0.7,2.9,.231,0.7,1.0,.667,.429,0.1,0.2,.500,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4
749,Quinndary Weatherspoon\weathqu01,SG,25,GSW,9,0,7.6,1.3,2.2,.600,0.1,0.4,.250,1.2,1.8,.688,.625,0.6,0.6,1.000,0.2,1.3,1.6,0.4,0.1,0.1,0.3,1.7,3.3
750,Russell Westbrook\westbru01,PG,33,LAL,71,71,34.5,6.8,15.7,.437,1.0,3.4,.292,5.9,12.3,.477,.468,3.4,5.1,.669,1.4,6.1,7.5,7.2,1.0,0.3,3.8,3.0,18.1
751,Coby White\whiteco01,PG,21,CHI,52,16,27.7,4.7,10.7,.441,2.3,5.8,.391,2.4,4.9,.500,.547,1.4,1.6,.855,0.3,2.7,3.0,3.0,0.5,0.2,1.1,2.2,13.1
752,Derrick White\whitede01,SG,27,TOT,66,50,29.2,4.6,10.9,.417,1.5,5.0,.292,3.1,5.9,.523,.484,2.7,3.1,.868,0.5,2.9,3.5,5.0,0.9,0.8,1.6,2.3,13.3
753,Derrick White\whitede01,SG,27,SAS,49,48,30.3,5.0,11.6,.426,1.7,5.3,.314,3.3,6.4,.519,.497,2.8,3.3,.869,0.5,3.0,3.5,5.6,1.0,0.9,1.8,2.4,14.4
754,Derrick White\whitede01,SG,27,BOS,17,2,26.1,3.4,8.9,.382,0.9,4.4,.216,2.5,4.6,.538,.434,2.2,2.6,.864,0.6,2.7,3.3,3.2,0.8,0.8,1.0,2.3,10.0
755,Hassan Whiteside\whiteha01,C,32,UTA,59,8,18.2,3.3,5.1,.651,0.0,0.0,,3.3,5.1,.651,.651,1.6,2.5,.626,2.4,5.2,7.7,0.4,0.4,1.5,0.9,2.8,8.1
756,Joe Wieskamp\wieskjo01,SG,22,SAS,22,0,6.0,0.8,1.8,.436,0.5,1.3,.393,0.3,0.5,.545,.577,0.2,0.4,.556,0.1,0.2,0.4,0.3,0.1,0.1,0.1,0.4,2.3
757,Aaron Wiggins\wiggiaa01,SG,23,OKC,44,30,23.5,2.8,6.2,.461,0.8,2.6,.304,2.0,3.5,.577,.526,1.1,1.5,.738,1.0,2.5,3.5,1.2,0.7,0.2,1.0,2.0,7.6
758,Andrew Wiggins\wiggian01,SF,26,GSW,64,64,31.9,6.5,14.0,.464,2.2,5.5,.396,4.3,8.5,.508,.542,2.0,3.1,.630,1.2,3.3,4.5,2.3,1.1,0.7,1.5,2.1,17.2
759,Lindell Wigginton\wiggili01,PG,23,MIL,15,0,8.1,1.0,2.1,.469,0.5,1.0,.467,0.5,1.1,.471,.578,0.7,1.2,.556,0.1,1.0,1.1,0.5,0.2,0.1,0.5,0.6,3.1
760,Brandon Williams\willibr03,PG,22,POR,14,8,25.5,4.9,11.8,.412,1.3,4.3,.300,3.6,7.5,.476,.467,3.6,5.3,.676,0.8,2.4,3.2,2.6,0.9,0.4,2.2,2.1,14.6
761,Grant Williams\willigr01,PF,23,BOS,68,17,24.0,2.6,5.5,.483,1.4,3.4,.422,1.2,2.1,.582,.614,1.0,1.1,.910,0.9,2.7,3.5,1.1,0.5,0.7,0.7,2.3,7.8
762,Kenrich Williams\willike04,SF,27,OKC,49,0,21.9,3.0,6.5,.461,0.8,2.5,.339,2.1,4.0,.536,.525,0.6,1.1,.545,1.5,3.0,4.5,2.2,0.9,0.2,0.9,1.7,7.4
763,Lou Williams\willilo02,PG,35,ATL,51,0,14.5,2.3,5.8,.399,0.7,1.9,.354,1.7,4.0,.421,.456,1.2,1.3,.868,0.3,1.2,1.5,1.9,0.5,0.1,0.8,0.9,6.5
764,Patrick Williams\willipa01,PF,20,CHI,7,5,23.1,2.6,5.3,.486,0.7,1.6,.455,1.9,3.7,.500,.554,0.7,1.0,.714,0.4,2.0,2.4,0.6,0.7,0.3,0.4,1.6,6.6
765,Robert Williams\williro04,C,24,BOS,59,59,29.8,4.4,6.0,.732,0.0,0.0,.000,4.4,6.0,.734,.732,1.1,1.5,.719,3.9,5.7,9.6,2.0,0.9,2.2,1.0,2.2,9.9
